text_id,author_canonical_name,author_fre_name,author_eng_name,author_dates,author_period,author_ISNI,author_URI_Perseus_catalog,author_CTS_code,author_URI_PHI,author_biography,work_canonical_title,work_orig_title,work_fre_title,work_eng_title,work_date,work_language,work_URI_data_bnf,work_URI_perseus_Catalog,work_URI_PHI,work_URI_RSPA,work_reference_editions,work_available_editions,work_genre,work_description,text_format,text_filename,text_source,text_source_URI,text_edition,text_Perseus_main_structuretext_Perseus_or_First1KGreek,text_Perseus_or_First1KGreek_secondary_structure,text_Perseus_or_First1KGreek_milestone,text_Perseus_or_First1KGreek_CTS _refdecl,text_Perseus_or_First1KGreek_enrichment,text_other_source_URI,text_other_source_version,text_other_source_format,text_other_source_licence,text_commentary,relevant_passages_ref,relevant_passages_length,relevant_passages_commentary,zoom_step,zoom_ref_added_by,zoom_ref_confirmed_by,zoom_text_added_by,zoomathia_text_confirmed_by,zoomathia_commented_by,zoomathia_checked_by,zoomathia_update_date
66,PLUTARCHUS,Plutarque,Plutarch,c. 46  - 120 ,Antiquity,http://www.isni.org/isni/000000036386663X,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1144,tlg0007,,,Bruta animalia ratione uti,Περὶ τοῦ τὰ ἄλογα λόγῳ χρῆσθαι,Que les bêtes ont l'usage de la raison,Beasts are rationals,,grc,http://data.bnf.fr/12262313/plutarque_que_les_betes_ont_l_usage_de_la_raison/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0007.tlg130,,,,,philosophy,,TEI,tlg0007.tlg130.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0007/tlg130/tlg0007.tlg130.perseus-grc2.xml,"Moralia / Plutarch, ed. Gregorius N. Bernardakis. Leipzig : Teubner, 1895. vol. 6",stephpage,,,non,,,,,,,Moralia. 985D-992E,,,2 (text added),AZ,,MS,,,,
67,PLUTARCHUS,Plutarque,Plutarch,c. 46  - 120 ,Antiquity,http://www.isni.org/isni/000000036386663X,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1144,tlg0007,,,De esu carnium,Περὶ σαρκροφαγίας,Sur la consommation de viande,The eating of flesh,,grc,http://data.bnf.fr/12262308/plutarque_de_esu_carnium/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0007.tlg132,,,,,philosophy,,TEI,tlg0007.tlg132.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0007/tlg132/tlg0007.tlg132.perseus-grc2.xml,"Moralia / Plutarch, ed. Gregorius N. Bernardakis. Leipzig : Teubner, 1895. vol. 6",stephpage,,,non,,,,,,,Moralia. 993A-999B,,,2 (text added),AZ,,MS,,,,
68,PORPHYRIUS,Porphyre de Tyr,Porphyry,c. 234  - c. 305 ,Antiquity,http://www.isni.org/isni/0000000115762188,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1170,tlg2034,,,De Abstinentia,Περὶ ἀποχῆς τῶν ἐμψύχων,Sur l'abstinence de la chair des animaux,On Abstinence from Animal Food,,grc,http://data.bnf.fr/12008472/porphyre_de_l_abstinence/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg2034.tlg003,,,,,,,,,,non,,,,,,,,,,,,,,,1 (reference added),AZ,,,,,,
69,PS-DIOSCORIDE,Dioscoride (Pseudo),Dioscoride (Pseudo),,Antiquity,,,,,,,,,,,grc,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (to be precised),AZ,,,,,,
70,DENYS (pseudo),Dionysius Periegetes (pseudo),Dionysius Periegetes (pseudo),fl. 120,Antiquity,,http://catalog.perseus.org/catalog/urn:cite:perseus:author.505,tlg0084,,,Ixeutica,Ἰξευτικά,Ixeuticon,Paraphrases on Bird-catching,,grc,http://data.bnf.fr/13320863/ixeuticon/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0084.tlg003,,,,,,"Ouvrage en 3 livres sur la chasse aux oiseaux qui serait une paraphrase en prose d'""Ixeutika"", oeuvre non conservée d'Oppien de Syrie sur la capture des oiseaux.",,,,non,,,,,,,,,,,,,,,1 (reference added),AZ,,,,,,
71,SEMONIDES AMORGINUS,Sémonide d'Amorgos,Semonides of Amorgos,VII BC,Antiquity,http://www.isni.org/isni/000000006595464X,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1267,tlg0260,,,Iamboi,,Iambes,Iambs,,grc,,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0260.tlg001,,,,,poetry,"œuvre perdue à part des  fragments. Poème sur les femmes conservé par Stobée (Florilège, IV, 22, 193) : compare les femmes à des animaux",,,,non,,,,,,,,,,,,Poème 7 (les femmes),,,1 (reference added),AZ,,,,,,
72,STRABO,Strabon,Strabo,64 BC - c. 24 ,Antiquity,http://www.isni.org/isni/0000000355646565,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1333,tlg0099,,,Geographica,Γεωγραφικά,Géographie,Geography,,grc,http://data.bnf.fr/12194250/strabon_geographie/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0099.tlg001,,,,,geography,,TEI,tlg0099.tlg001.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0099/tlg001/tlg0099.tlg001.perseus-grc2.xml,"Geographica / Strabo, ed. A. Meineke. Leipzig: Teubner, 1877",livre/ch/section,,,non,,,,,,,"17.1.19, 31, 38-40, 49 ; 17.2.4",,,2 (text added),AZ,,MS,,,,
73,STRATO LAMPSACENUS,Straton de Lampsaque,Straton of Lampsacus,338 BC - c. 269 BC,Antiquity,http://www.isni.org/isni/0000000403614323,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1335,tlg1696,,,,,,,,grc,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (to be precised),AZ,,,,,,
74,THEOMNESTOS,Théomnestos,Theomnestos,c. 300 - c. 350,Antiquity,,,,,,Hippiatrica,Hippiatrica,Hippiatrica,Hippiatrica,,grc,,,,,,,technical,Dans le Corpus hippiatricorum graecorum,,,,,,,,,,,,,,,,,,,0 (to be precised),AZ,,,,,,
75,THEOPHRASTUS,Théophraste,Theophrastus,c. 371 BC - c. 287 BC,Antiquity,http://www.isni.org/isni/0000000398650994,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1394,tlg0093,,,De Signis Tempestatum,De Signis Tempestatum,On wheather signs,On wheather signs,,grc,,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0093.tlg010x03,,,,,philosophy,,TEI,tlg0093.ogl002.1st1K-grc1.xml,First1KGreek,https://github.com/OpenGreekAndLatin/First1KGreek/blob/master/data/tlg0093/ogl002/tlg0093.ogl002.1st1K-grc1.xml,"Theophrastus Enquiry into Plants and Minor Work On Odours and Weather Signs / ed Arthurr Hort, Harvard, 1927, 2 vol.",,,,,,http://penelope.uchicago.edu/Thayer/H/Roman/Texts/Theophrastus/De_signis*.html,,,,,partie,,,2 (text added),AZ,,MS,,,,
76,THOMAS ,,,,Antiquity,,,,non,,,,,,,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (to be precised),AZ,,,,,,
77,TIMOTHEUS GAZAEUS,Thimothée de Gaza,Timotheus Gazaeus,fl. 590 - 620,"Antiquity (late, christian)",,,non,,,Peri zôôn,Περὶ ζώων,Sur les animaux,On animals,,grc,,,,,,,technical,"Traité zoologique composé au tournant du Ve et du VIe siècle. Connu par des fragments repris dans des compilations médiévales byzantines (Syllogé Constantini au Xe siècle) et arabes, et par un épitomé byzantin du XIe siècle. cf. https://rursus.revues.org/971",,,,non,,,,,,,,,,,,,,,1 (reference added),AZ,,,,,,
78,VARRO,Varron,Varro,116 BC - 27 BC,Antiquity,http://www.isni.org/isni/0000000121452047,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1455,phi0684,https://latin.packhum.org/author/684,,De re rustica,De re rustica,L’économie rurale,On agriculture,27 BC,lat,http://data.bnf.fr/12008401/varron_l_economie_rurale/,http://data.perseus.org/catalog/urn:cts:latinLit:phi0684.phi002,https://latin.packhum.org/loc/684/2/0,,,,technical,Traité d’agriculture,TEI,phi0684.phi002.ogl-lat1.xml,OpenGreekAndLatin,https://github.com/OpenGreekAndLatin/Latin/blob/master/data/phi0684/phi002/phi0684.phi002.ogl-lat1.xml,"M. Terenti Varronis. Rerum rusticarum libri tres. Keil, Heinrich, editor. Leipzig: Teubner, 1929",,,,????,,http://penelope.uchicago.edu/Thayer/L/Roman/Texts/Varro/de_Re_Rustica/1*.html,,,,,,,,2 (text added),AZ,,MS,,,,
79,VINCENTIUS BELVACENSIS ,Vincent de Beauvais,Vincent of Beauvais,c. 1184/1194 - 1264,Middle-Age,http://www.isni.org/isni/0000000120967874,,non,non,,Speculum naturale,Speculum naturale,Speculum naturale,Speculum naturale,1257,lat,http://data.bnf.fr/12148950/vincent_de_beauvais_speculum_majus/,,,,,,encyclopedia,Encyclopédie médiévale,,,,non,,,,,,,"http://sourcencyme.irht.cnrs.fr/encyclopedie/voir/133
",,,,,,,,1 (reference added),AZ,,,,,,
80,XENOPHON,Xénophon,Xenophon,c. 430 BC - 354 BC,Antiquity,http://www.isni.org/isni/0000000123212506,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1499,tlg0032,,,Oeconomicus,Οἰκονομικός,Économique,Economics,,grc,http://data.bnf.fr/12320555/xenophon_economique/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0032.tlg003,,,,,technical,,TEI,tlg0032.tlg003.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0032/tlg003/tlg0032.tlg003.perseus-grc2.xml,"Xenophontis opera omnia, vol. 2. Oxford : Clarendon Press, 1921",livre/ch/section,,,non,,,,,,,partie,,,2 (text added),AZ,,MS,,,,
81,XENOPHON,Xénophon,Xenophon,c. 430 BC - 354 BC,Antiquity,http://www.isni.org/isni/0000000123212506,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1499,tlg0032,,,Hipparchicus,Ἱππαρχικός,Le commandant de la cavalerie,The Cavalry commander,,grc,http://data.bnf.fr/12320510/xenophon_le_commandant_de_la_cavalerie/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0032.tlg012,,,,,technical,,TEI,tlg0032.tlg012.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0032/tlg012/tlg0032.tlg012.perseus-grc2.xml,"Xenophontis opera omnia, vol. 5. Oxford : Clarendon Press, 1920",livre/ch/section,,,non,,,,,,,,,,2 (text added),AZ,,MS,,,,
82,XENOPHON,Xénophon,Xenophon,c. 430 BC - 354 BC,Antiquity,http://www.isni.org/isni/0000000123212506,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1499,tlg0032,,,De re equestri,περὶ Ἱππικῆς,De l’art équestre,On the Art of Horsemanship,,grc,http://data.bnf.fr/12008413/xenophon_de_l_art_equestre/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0032.tlg013,,,,,technical,,TEI,tlg0032.tlg013.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0032/tlg013/tlg0032.tlg013.perseus-grc2.xml,"Xenophontis opera omnia, vol. 5. Oxford : Clarendon Press, 1920",livre/ch/section,,,non,,,,,,,,,,2 (text added),AZ,,MS,,,,
83,XENOPHON,Xénophon,Xenophon,c. 430 BC - 354 BC,Antiquity,http://www.isni.org/isni/0000000123212506,http://catalog.perseus.org/catalog/urn:cite:perseus:author.1499,tlg0032,,,Cynegeticus,Κυνηγετικά,L’art de la chasse,On Hunting,,grc,http://data.bnf.fr/12320508/xenophon_art_de_la_chasse/,http://data.perseus.org/catalog/urn:cts:greekLit:tlg0032.tlg014,,,,,technical,,TEI,tlg0032.tlg014.perseus-grc2.xml,Perseus,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0032/tlg014/tlg0032.tlg014.perseus-grc2.xml,"Xenophontis opera omnia, vol. 5. Oxford : Clarendon Press, 1920",livre/ch/section,,,non,,,,,,,,,,2 (text added),AZ,,MS,,,,
